Id,ItemID,Depressive,SentimentSource,SentimentText,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler
430,4716,1,Sentiment140, someone go to the beach with me!,10,98.58,50,43.37,25.77,2.5,20,70,50,20,10,10,0,0,0,0,10,10,20,0,0,0,0,10,0,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
431,4717,1,Sentiment140, someone is happppy(:,7,29.3,92.33,1,99,1.75,42.86,42.86,28.57,14.29,0,0,0,0,0,0,14.29,0,0,14.29,0,0,0,14.29,0,0,0,28.57,0,14.29,14.29,0,0,0,0,14.29,0,0,0,0,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,0,0,0
432,4718,0,Sentiment140, someone needs to get out of the bad mood they're in.,14,99,92.33,1.06,1,3.5,14.29,78.57,50,7.14,0,0,0,0,0,0,7.14,7.14,28.57,7.14,0,0,0,21.43,0,0,0,14.29,0,14.29,0,7.14,0,0,0,14.29,0,0,0,0,14.29,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,7.14,7.14,0,21.43,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0
433,4719,0,Sentiment140, someone on AIM named Ur Numba 1 Stlkr just IMed me and i'm scared.       ,17,15.27,72.17,28.81,1,4.25,11.76,52.94,41.18,23.53,17.65,11.76,0,5.88,0,0,5.88,0,5.88,5.88,5.88,5.88,0,11.76,5.88,0,0,17.65,0,5.88,0,5.88,5.88,0,0,11.76,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,5.88,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0
434,4720,0,Sentiment140,"- Someone please tell me what these children get out of this? I mean, besides the obvious... {broken home} ",21,79.28,68.29,13.15,95.81,3.5,23.81,85.71,47.62,28.57,9.52,9.52,0,0,0,0,19.05,4.76,14.29,0,0,0,0,14.29,9.52,0,4.76,9.52,0,4.76,4.76,0,0,0,0,14.29,0,0,0,0,19.05,4.76,0,4.76,4.76,4.76,0,0,0,0,0,0,0,0,0,0,9.52,0,0,4.76,4.76,0,0,14.29,0,4.76,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0
435,4721,0,Sentiment140, someone threw out a huge bag of clothes/shoes of mine in the garbage by mistake...so not happy!!! ,22,98.34,18.16,61.34,25.77,5.5,22.73,77.27,50,9.09,4.55,4.55,0,0,0,0,4.55,9.09,22.73,0,4.55,4.55,4.55,4.55,4.55,0,0,9.09,0,9.09,4.55,4.55,0,0,0,4.55,0,0,0,0,13.64,0,0,4.55,4.55,0,4.55,0,0,0,0,9.09,9.09,0,0,0,4.55,0,0,4.55,0,0,4.55,0,0,18.18,4.55,13.64,0,0,0,0,0,0,0,0,0,0,0,0,0
436,4722,0,Sentiment140, someone's missing... and I miss [HIM],9,4.69,86.68,1,1,1.8,33.33,66.67,44.44,33.33,22.22,11.11,0,0,11.11,0,11.11,0,0,0,0,11.11,0,22.22,0,0,0,22.22,0,22.22,0,22.22,0,0,22.22,22.22,0,0,0,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,4723,1,Sentiment140, Something about code reviews:  http://tinyurl.com/djgyf7,12,81.63,50,1,25.77,3,33.33,41.67,16.67,8.33,0,0,0,0,0,0,8.33,0,8.33,0,8.33,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,8.33,0,8.33,0,0,0
438,4724,0,Sentiment140, Something is wrong with my iphone. How will I survive?!?,13,3.62,6.21,17.46,1,2.6,23.08,69.23,53.85,23.08,15.38,15.38,0,0,0,0,7.69,0,7.69,15.38,7.69,7.69,0,15.38,7.69,0,7.69,15.38,0,7.69,0,7.69,0,0,0,0,0,0,0,0,15.38,0,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,0,7.69,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,4725,0,Sentiment140, something missing today,6,62.04,50,23.51,1,1.5,50,50,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,16.67,0,0,0,33.33,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,16.67,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0
440,4726,0,Sentiment140, something's not ok.,6,18.82,1,23.51,99,1.5,33.33,50,33.33,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,16.67,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,33.33,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,16.67,0,0
441,4727,0,Sentiment140, Sometimes for no apparent reason I miss Japan. Now is one of those time.,17,59.32,11.97,91.95,1,3.4,17.65,76.47,41.18,11.76,5.88,5.88,0,0,0,0,5.88,0,11.76,5.88,5.88,0,5.88,11.76,5.88,0,0,17.65,0,5.88,0,5.88,0,0,5.88,0,0,0,0,0,17.65,5.88,5.88,0,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.65,0,17.65,0,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0
442,4728,0,Sentiment140, sometimes I 2nd guess my decisions... Like now.,11,57.84,3.48,99,25.77,2.2,27.27,63.64,36.36,18.18,18.18,18.18,0,0,0,0,0,0,9.09,0,9.09,0,0,9.09,0,9.09,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0
443,4729,0,Sentiment140, sometimes i really wonder if what i have really are panic attacks...,15,1.05,1,99,1,3.75,20,80,53.33,20,13.33,13.33,0,0,0,0,6.67,0,0,13.33,13.33,6.67,0,20,0,0,6.67,13.33,0,13.33,0,13.33,6.67,6.67,0,0,0,0,0,0,33.33,6.67,0,6.67,20,0,20,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,20,0,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0
444,4730,0,Sentiment140, sore throat today - working on the powerlines webcopy again this morning &amp; then off to no.2 son's sports day this afternoon,25,88.69,50,96.63,25.77,6.25,24,72,36,8,0,0,0,0,0,0,8,4,12,0,4,4,4,4,4,0,0,12,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,4,4,0,0,4,0,4,0,0,0,0,4,4,32,0,8,24,4,4,0,0,0,0,0,0,0,0,0,0
445,4731,0,Sentiment140, Sore throat! I have a really bad head cold  and I have a hench bruise from my blood test! ,22,57.84,3.48,31.94,1,4.4,4.55,77.27,45.45,13.64,13.64,13.64,0,0,0,0,0,9.09,4.55,9.09,4.55,4.55,0,9.09,9.09,0,0,9.09,0,4.55,0,4.55,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,4.55,4.55,0,0,4.55,18.18,13.64,4.55,0,0,4.55,0,0,0,0,4.55,0,9.09,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0
446,4732,0,Sentiment140, sorry guys I was supposed to be back at 8 see you all by sunday,18,75.9,86.68,58.07,1,4.5,11.11,77.78,44.44,11.11,11.11,5.56,0,5.56,0,0,0,0,16.67,11.11,5.56,0,0,22.22,5.56,0,0,16.67,5.56,5.56,0,5.56,0,0,5.56,11.11,0,5.56,0,5.56,11.11,0,0,0,5.56,5.56,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,16.67,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0
447,4733,0,Sentiment140," sorry, i tried messaging you awake",9,46.37,98.62,4.97,1,2.25,22.22,55.56,22.22,22.22,22.22,11.11,0,11.11,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,22.22,0,11.11,0,11.11,0,0,11.11,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,11.11,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,4734,0,Sentiment140, sound only comes out one bud. hope it's the bud itself &amp; not the zune,18,75.9,50,4.97,98.27,3.6,5.56,72.22,38.89,11.11,0,0,0,0,0,0,11.11,11.11,5.56,5.56,5.56,0,5.56,16.67,0,0,0,16.67,0,5.56,5.56,0,0,0,0,11.11,0,11.11,0,0,11.11,0,0,5.56,5.56,0,5.56,5.56,0,5.56,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,16.67,5.56,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0
449,4735,1,Sentiment140, South Carlonia @ Alaska tomorrow night! Going with Alan and mom! &lt;3 Exciiited.,16,93.26,73.4,74.76,25.77,2.67,25,43.75,12.5,0,0,0,0,0,0,0,0,0,6.25,0,0,6.25,0,6.25,0,0,0,18.75,0,0,0,0,0,0,0,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,25,6.25,6.25,12.5,0,0,0,0,0,0,0,0,0,0,0,0
450,4736,0,Sentiment140," space? prep surfaces? to not have to vacuum after cooking? (flooring instead of carpet, maybe?) I love my place but not the kitchen.",26,74.94,1,99,89.84,3.25,23.08,84.62,50,7.69,7.69,7.69,0,0,0,0,0,3.85,15.38,3.85,7.69,3.85,7.69,3.85,3.85,3.85,0,7.69,0,3.85,3.85,0,0,0,0,3.85,0,0,0,0,19.23,0,0,0,3.85,0,15.38,0,0,0,0,11.54,0,0,0,7.69,3.85,3.85,0,0,0,0,0,3.85,0,19.23,0,15.38,3.85,0,3.85,11.54,0,0,0,0,0,0,0,0,0
451,4737,1,Sentiment140, SPONGEBOB! ~,4,93.26,50,1,25.77,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,4738,0,Sentiment140, spring break is over way too early... now i have to back to &quot;school&quot; ,19,64.39,29.92,99,25.77,3.8,5.26,73.68,47.37,5.26,5.26,5.26,0,0,0,0,0,0,15.79,10.53,15.79,0,0,10.53,5.26,0,0,10.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,15.79,0,36.84,0,15.79,21.05,5.26,0,0,0,0,0,0,0,0,0,0,0
453,4739,1,Sentiment140, steak and shake,6,62.04,50,23.51,1,1.5,16.67,33.33,16.67,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,33.33,0,16.67,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,4740,0,Sentiment140, Stella has gone to the Vets. She ran into a barbed wire fence- again. &amp; tore open her leg- again. Silly!,24,88.46,79.76,23.51,92.4,3.43,4.17,58.33,37.5,8.33,8.33,0,0,0,8.33,0,0,8.33,8.33,4.17,8.33,0,0,16.67,4.17,0,0,8.33,0,4.17,4.17,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,8.33,8.33,0,25,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,0
455,4741,0,Sentiment140,"- Still can't believe he is gone, a person who doesn't deserve the way he got it. R.I.P. Trev ",23,16.15,50,27.39,25.77,3.83,13.04,73.91,47.83,21.74,13.04,4.35,0,0,8.7,0,8.7,8.7,0,8.7,4.35,0,8.7,21.74,0,0,4.35,8.7,0,0,0,0,0,0,0,17.39,0,0,0,8.7,8.7,4.35,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,4.35,0,0,0,4.35,0,8.7,17.39,0,13.04,4.35,4.35,4.35,0,0,0,0,0,0,4.35,0,4.35,0,0,0
456,4742,0,Sentiment140, still mad tired from last night,9,93.26,50,98.01,1,2.25,11.11,66.67,22.22,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,11.11,0,0,22.22,0,11.11,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0
457,4743,0,Sentiment140, still no followers OR requests..,8,11.86,50,74.76,25.77,2,37.5,62.5,37.5,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,12.5,0,0,0,0,25,0,0,0,0,0,0,0,25,0,12.5,0,0,12.5,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,25,0,0,25,0,0,0,0,0,12.5,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0
458,4744,0,Sentiment140, still upset abt not winning the new moon tickets i really wanted to go to italy !!    my sis (@lauraxavier) and i really wanted to go,28,76.76,1.67,89.63,25.77,5.6,14.29,78.57,46.43,10.71,10.71,10.71,0,0,0,0,0,3.57,14.29,0,10.71,3.57,3.57,14.29,7.14,0,0,7.14,0,7.14,3.57,3.57,3.57,0,0,3.57,3.57,0,3.57,0,17.86,0,0,7.14,0,0,10.71,0,0,0,0,0,0,0,0,0,3.57,0,3.57,3.57,3.57,0,7.14,7.14,0,14.29,7.14,0,7.14,0,3.57,0,0,0,0,7.14,0,3.57,0,0,0
459,4745,1,Sentiment140,- stillll listening to 'paranoid'  now starting civics homework+ new JONAS episode !,14,93.26,76.25,52.86,1,3.5,50,50,14.29,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,14.29,7.14,0,0,14.29,0,7.14,0,7.14,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,21.43,0,0,21.43,7.14,0,7.14,0,0,0,0,0,0,0,0,0
460,4746,0,Sentiment140, stop braggin.. I awso want mre followerz @cpt_zeed,12,81.63,50,1.79,25.77,2.4,25,33.33,8.33,8.33,8.33,8.33,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,16.67,0,0,0,0,0,0,0,8.33,0,8.33,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,8.33,0,8.33,0,8.33,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0
461,4747,0,Sentiment140," Stopping Ulduar progression for a while with only 3 bosses down. I guess Ignis needs 3 tanks, and we only have 2 geared ones who show up",30,78.3,74.76,10.08,25.77,6,10,60,43.33,10,6.67,3.33,3.33,0,0,0,3.33,3.33,13.33,3.33,6.67,6.67,0,13.33,0,0,3.33,16.67,0,0,0,0,0,0,0,6.67,0,0,0,0,10,0,3.33,3.33,3.33,0,0,3.33,3.33,0,0,0,0,0,0,0,16.67,3.33,0,10,0,3.33,0,10,0,13.33,0,6.67,6.67,3.33,0,0,0,0,0,0,0,0,0,0,0
462,4748,0,Sentiment140, stressed.. why couldnt everything just being simple / straight away?,12,6.95,50,1.79,1,2.4,41.67,75,50,8.33,0,0,0,0,0,0,8.33,0,8.33,16.67,16.67,0,8.33,16.67,16.67,0,8.33,16.67,0,8.33,0,8.33,8.33,0,0,8.33,0,0,0,0,25,0,8.33,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0
463,4749,0,Sentiment140, stripping walls todayy,6,93.26,50,98.01,25.77,1.5,33.33,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0
464,4750,0,Sentiment140, stupid shit.,5,93.26,2.31,1,1,1.25,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,40,0,40,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0
465,4751,0,Sentiment140, stupid vergin media had my internet limmited to 256kbps stupid peek times,15,84.62,25.24,43.37,1,3.75,26.67,46.67,20,6.67,6.67,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,6.67,13.33,0,0,13.33,0,13.33,0,13.33,0,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,13.33,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0
466,4752,0,Sentiment140, Subscribe???  www.youtube.com/itsadamblake,8,93.26,50,1,25.77,1.6,50,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0
467,4753,0,Sentiment140," sucks that everyone's back at school, no one to talk to late at night. ah should prob be in bed anyways",24,81.63,50,48.89,1,4.8,12.5,87.5,50,8.33,0,0,0,0,0,0,8.33,0,20.83,8.33,8.33,0,4.17,12.5,4.17,0,0,12.5,0,4.17,0,4.17,0,4.17,0,8.33,0,0,0,0,8.33,0,0,4.17,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,25,0,16.67,12.5,4.17,0,4.17,0,0,0,16.67,4.17,4.17,4.17,4.17,4.17
468,4754,0,Sentiment140,=- sucks to be me!Nightmares again,9,46.37,1.38,58.07,1,2.25,22.22,66.67,44.44,11.11,11.11,11.11,0,0,0,0,0,0,11.11,11.11,11.11,0,0,22.22,0,0,0,22.22,0,22.22,0,22.22,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,11.11,0,0,11.11,0,0,0,0,0,0,11.11,11.11,0,0,0,0
469,4755,0,Sentiment140,- summer has disappeares; no summerfeeling in Austria!! ,10,78.3,15.86,93.3,25.77,2.5,40,50,30,0,0,0,0,0,0,0,0,0,10,10,0,0,10,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,30,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0
470,4756,1,Sentiment140,=- summer is here,6,18.82,50,23.51,25.77,1.5,16.67,50,33.33,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,16.67,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0
471,4757,1,Sentiment140, summmmeerrrr.. love it!,6,62.04,95.2,1,99,1.2,33.33,33.33,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,4758,0,Sentiment140, SUMONE KILL IT!!,6,62.04,50,1,1,1.5,16.67,33.33,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0
473,4759,1,Sentiment140,=- sunbathing,4,93.26,50,1,25.77,1,50,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
474,4760,1,Sentiment140, Sunday! ive been talking with the family.. later... lunch and then ...  no plans,16,38.6,50,74.76,25.77,2,12.5,81.25,43.75,6.25,6.25,6.25,0,0,0,0,0,6.25,6.25,12.5,0,12.5,6.25,18.75,6.25,6.25,0,12.5,0,0,0,0,0,0,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,6.25,12.5,6.25,6.25,0,0,0,6.25,6.25,12.5,18.75,0,0,18.75,0,6.25,6.25,0,0,0,0,0,0,0,0,0
475,4761,1,Sentiment140, Sunny smiley music ftw. The Black Keys &quot;Act nice and gentle&quot; ? http://twt.fm/137436,21,93.26,50,1,99,3.5,4.76,47.62,9.52,0,0,0,0,0,0,0,0,4.76,0,0,0,4.76,0,0,9.52,0,0,14.29,0,19.05,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,9.52,0,9.52,0,0,0
476,4762,0,Sentiment140, super worried. Gonna go visit Nick in the hospital soon.,13,97.95,77.92,99,25.77,2.6,23.08,69.23,23.08,0,0,0,0,0,0,0,0,7.69,7.69,0,7.69,0,0,23.08,15.38,0,0,15.38,0,15.38,7.69,7.69,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,7.69,0,0,7.69,0,7.69,0,0,0,0,7.69,15.38,38.46,23.08,7.69,7.69,0,0,0,0,0,0,7.69,0,7.69,0,0,0
477,4763,0,Sentiment140, supposed to get my guitar today. But I didn't! :'(,12,18.82,1,99,25.77,2.4,16.67,75,41.67,16.67,16.67,16.67,0,0,0,0,0,0,8.33,8.33,0,8.33,8.33,25,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,8.33,0,0,0,8.33,0,16.67,16.67,0,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0
478,4764,0,Sentiment140, Survive tonight.,5,93.26,50,43.37,25.77,1.25,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
479,4765,0,Sentiment140," switching from one oven to another is always tricky. my pink ring just came out part BRIGHT orange. this shit is like, glow in the dark.",29,93.26,24.51,47.93,1,4.83,10.34,86.21,41.38,10.34,3.45,3.45,0,0,0,0,6.9,3.45,17.24,6.9,3.45,0,0,10.34,10.34,3.45,0,10.34,6.9,10.34,3.45,6.9,0,6.9,0,0,0,0,0,0,6.9,3.45,0,0,0,3.45,0,20.69,17.24,3.45,0,3.45,3.45,0,0,0,0,0,0,0,0,0,3.45,6.9,0,13.79,3.45,6.9,3.45,0,0,3.45,0,0,0,3.45,3.45,0,0,0,0
480,4766,0,Sentiment140, Sydney &amp; Taylor hate me!!!,8,72.69,10.58,7.84,1,2,12.5,25,12.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,25,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,4767,0,Sentiment140, Sydney just broke up with me,9,93.26,13.32,58.07,1,2.25,11.11,55.56,44.44,11.11,11.11,11.11,0,0,0,0,0,0,22.22,0,11.11,0,0,11.11,0,0,0,22.22,0,11.11,0,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,11.11,0,0,11.11,0,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0
482,4768,0,Sentiment140, T.T I HATE STRIVE4SUCCESS !!!,8,72.69,10.58,7.84,1,2,25,37.5,12.5,12.5,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,25,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
483,4769,0,Sentiment140," take care of yourself, and drink lots, and lots, and lots of fluid!!",16,72.69,89.42,1,99,4,12.5,75,37.5,6.25,6.25,0,0,6.25,0,0,0,0,12.5,0,0,18.75,0,12.5,0,0,0,12.5,18.75,6.25,6.25,0,0,0,0,6.25,0,0,0,0,18.75,0,0,0,18.75,0,0,0,0,0,0,6.25,0,0,0,6.25,6.25,0,0,0,6.25,0,0,12.5,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0
484,4770,0,Sentiment140, Talk about being awakened onn the wrong side of the bed.,14,99,76.25,1.06,1,3.5,14.29,64.29,35.71,0,0,0,0,0,0,0,0,14.29,14.29,7.14,7.14,0,0,7.14,7.14,0,0,14.29,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,7.14,0,7.14,0,7.14,0,7.14,0,0,0,7.14,0,0,0,0,0,0,0,0,0
485,4771,1,Sentiment140,"#delongeday what? Haha apparently that's today. Exciting, he has his own day ",15,3.34,90.87,1,99,2.5,26.67,66.67,40,26.67,13.33,0,0,0,13.33,0,13.33,0,0,13.33,6.67,0,0,13.33,6.67,0,6.67,13.33,0,13.33,13.33,0,0,0,0,13.33,0,0,0,13.33,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,6.67,0,0,20,0,13.33,0,0,13.33,0,0,0,0,0,0,6.67,0,6.67,0,0,0
